,PMID,TITLE,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),License
9221,30429850,Rainbow Trout Erythrocytes <i>ex vivo</i> Transfection With a DNA Vaccine Encoding VHSV Glycoprotein G Induces an Antiviral Immune Response.,oa_package/c2/5d/PMC6220650.tar.gz,Front Immunol. 2018 Oct 29; 9:2477,PMC6220650,11/16/2018 15:55,CC BY
9222,30319560,Virulence and Antibiotic Resistance Profiles of <i>Cronobacter sakazakii</i> and <i>Enterobacter</i> spp. Involved in the Diarrheic Hemorrhagic Outbreak in Mexico.,oa_package/be/31/PMC6171480.tar.gz,Front Microbiol. 2018 Sep 27; 9:2206,PMC6171480,10/16/2018 19:37,CC BY
9223,32489736,Hemorrhagic Cholecystitis in a Patient with Cirrhosis and Rectal Cancer.,oa_package/fd/23/PMC7255552.tar.gz,Cureus.; 12(4):e7882,PMC7255552,6/4/2020 20:37,CC BY
9240,32449057,Neuropathology of COVID-19: a spectrum of vascular and acute disseminated encephalomyelitis (ADEM)-like pathology.,oa_package/29/d0/PMC7245994.tar.gz,Acta Neuropathol. 2020 May 24;:1-6,PMC7245994,5/27/2020 2:56,CC BY
9242,32431993,Ruptured Hepatic Artery Aneurysm.,oa_package/34/14/PMC7233937.tar.gz,Cureus.; 12(4):e7715,PMC7233937,5/22/2020 20:37,CC BY
9250,32355489,Exfoliative Erythroderma: An Unusual Presentation of Paraneoplastic Pemphigus Associated with Castleman's Disease.,oa_package/f1/ca/PMC7184796.tar.gz,Case Rep Dermatol. 2020 Apr 14; 12(1):76-81,PMC7184796,5/2/2020 22:56,CC BY-NC
9252,32322455,Mechanical Thrombectomy for Postoperative Stroke in a Patient with Acute Aortic Dissection Type A.,oa_package/2a/ef/PMC7162810.tar.gz,NMC Case Rep J. 2020 Mar 24; 7(2):71-74,PMC7162810,4/24/2020 20:36,CC BY-NC-ND
9253,32321467,"Self-sealing posterior scleral perforation in airgun ocular trauma, surgical tip: a case report.",oa_package/e8/fe/PMC7178978.tar.gz,BMC Ophthalmol. 2020 Apr 22; 20:164,PMC7178978,4/26/2020 20:36,CC BY
9254,32318613,Predictors of long-term mortality after first-ever stroke.,oa_package/02/c1/PMC7161659.tar.gz,J Educ Health Promot. 2020 Feb 28; 9:45,PMC7161659,4/23/2020 20:35,CC BY-NC-SA
9256,32257691,Hemorrhagic Shock Secondary to Aortoesophageal Fistula as a Complication of Esophageal Cancer.,oa_package/23/fe/PMC7105269.tar.gz,Cureus.; 12(2):e7146,PMC7105269,4/8/2020 20:35,CC BY
9259,32181190,Reversible Thalamic Dementia Caused by Venous Hypertension of Bilateral Thalami Resulting from Multiple Intracranial Dural Arteriovenous Fistulas Successfully Obliterated by Endovascular Treatment using Liquid Embolic Materials: A Case Report and Literature Review.,oa_package/b0/5f/PMC7057878.tar.gz,Asian J Neurosurg. 2020 Feb 25; 15(1):144-154,PMC7057878,3/18/2020 20:33,CC BY-NC-SA
9260,32139736,Pseudo-Occlusion of the Internal Carotid Artery in Acute Ischemic Stroke: Clinical Outcome after Mechanical Thrombectomy.,oa_package/19/ae/PMC7057965.tar.gz,Sci Rep. 2020 Mar 5; 10:2832,PMC7057965,3/12/2020 20:34,CC BY
9261,32328588,Cardiac Tamponade Secondary to COVID-19.,oa_package/03/73/PMC7177077.tar.gz,JACC Case Rep. 2020 Apr 23; doi: 10.1016/j.jaccas.2020.04.009,PMC7177077,6/4/2020 8:56,NO-CC CODE
9266,23840941,Elevated troponin level with negative outcome was found in ischemic stroke.,oa_package/df/ec/PMC3697238.tar.gz,Cardiovasc Psychiatry Neurol. 2013 Jun 13; 2013:953672,PMC3697238,5/4/2017 11:47,CC BY
9267,32351744,Spontaneous Spinal Epidural Hematoma in a Patient on Apixaban for Nonvalvular Atrial Fibrillation.,oa_package/8e/ca/PMC7178514.tar.gz,Case Rep Hematol. 2020 Apr 14; 2020:7419050,PMC7178514,5/1/2020 18:56,CC BY
9269,32158582,Primary Epithelioid Angiosarcoma of the Uterus: A Rare Tumor with Very Aggressive Behavior.,oa_package/6e/93/PMC7060455.tar.gz,Case Rep Pathol. 2020 Feb 22; 2020:5461782,PMC7060455,3/12/2020 20:34,CC BY
9270,32158575,Objective Clinical and Radiological Response under Sunitinib in a Case of Thigh Hidradenocarcinoma.,oa_package/4d/e9/PMC7060839.tar.gz,Case Rep Oncol Med. 2020 Feb 25; 2020:9656475,PMC7060839,3/19/2020 10:56,CC BY
9271,31931740,Peritonitis secondary to hemorrhagic fever with renal syndrome: a case report in GuangZhou China.,oa_package/65/cb/PMC6958671.tar.gz,BMC Infect Dis. 2020 Jan 13; 20:36,PMC6958671,1/17/2020 19:18,CC BY
9272,31616702,Inferior pancreaticoduodenal artery pseudoaneurysm in a patient with calculous cholecystitis: A case report.,oa_package/50/70/PMC6789396.tar.gz,World J Clin Cases. 2019 Sep 26; 7(18):2851-2856,PMC6789396,10/17/2019 20:18,CC BY-NC
9275,31448040,[Multiple hemorragic brain lesions revealing metastatic melanoma].,oa_package/77/5f/PMC6689856.tar.gz,Pan Afr Med J. 2019 Jun 3; 33:78,PMC6689856,8/27/2019 22:56,CC BY
9276,31183241,Incarcerated Lumbar Hernia Complicated by Retroperitoneal Pseudoaneurysm 50 Years after Resection and Radiation Therapy of a Sarcoma.,oa_package/41/59/PMC6512066.tar.gz,Case Rep Surg. 2019 Apr 28; 2019:1072821,PMC6512066,6/12/2019 16:56,CC BY
9277,31074588,"Variants in matrix metalloproteinase-9 gene are associated with hemorrhagic transformation in acute ischemic stroke patients with atherothrombosis, small artery disease, and cardioembolic stroke.",oa_package/9c/23/PMC6576165.tar.gz,Brain Behav. 2019 May 10; 9(6):e01294,PMC6576165,7/11/2019 12:56,CC BY
9278,31001463,Right Heart Mass in Transit with a Hemorrhagic Pericardial Effusion: A Diagnostic Dilemma.,oa_package/94/54/PMC6450589.tar.gz,Cureus.; 11(2):e4009,PMC6450589,4/20/2019 20:56,CC BY
9279,30681599,Malignant peripheral nerve sheath tumor of the nasal cavity and nasopharynx in a child: A case report.,oa_package/26/68/PMC6358413.tar.gz,Medicine (Baltimore). 2019 Jan 25; 98(4):e14223,PMC6358413,2/15/2019 19:19,CC BY
9280,29724035,Involvement of Pro-Inflammatory Macrophages in Liver Pathology of Pirital Virus-Infected Syrian Hamsters.,oa_package/68/28/PMC5977225.tar.gz,Viruses. 2018 May 2; 10(5):232,PMC5977225,4/3/2020 20:35,CC BY
9281,28854372,Systems Vaccinology Identifies an Early Innate Immune Signature as a Correlate of Antibody Responses to the Ebola Vaccine rVSV-ZEBOV.,oa_package/96/45/PMC5583508.tar.gz,Cell Rep. 2017 Aug 29; 20(9):2251-2261,PMC5583508,6/4/2020 12:56,NO-CC CODE
9283,25858769,Common variants of chemokine receptor gene CXCR3 and its ligands CXCL10 and CXCL11 associated with vascular permeability of dengue infection in peninsular Malaysia.,oa_package/c5/e7/PMC7115693.tar.gz,Hum Immunol. 2015 Jun 7; 76(6):421-426,PMC7115693,4/6/2020 16:56,NO-CC CODE
9285,24701034,"Hantaan virus infection induces CXCL10 expression through TLR3, RIG-I, and MDA-5 pathways correlated with the disease severity.",oa_package/e9/66/PMC3950924.tar.gz,Mediators Inflamm. 2014 Feb 23; 2014:697837,PMC3950924,4/21/2020 20:35,CC BY
9287,22479521,RNA sensors enable human mast cell anti-viral chemokine production and IFN-mediated protection in response to antibody-enhanced dengue virus infection.,oa_package/43/45/PMC3316603.tar.gz,PLoS One. 2012 Mar 30; 7(3):e34055,PMC3316603,3/29/2018 19:34,CC BY
9288,21245921,DC-SIGN (CD209) Promoter -336 A/G polymorphism is associated with dengue hemorrhagic fever and correlated to DC-SIGN expression and immune augmentation.,oa_package/f1/3e/PMC3014977.tar.gz,PLoS Negl Trop Dis. 2011 Jan 4; 5(1):e934,PMC3014977,10/28/2017 16:26,CC BY
9290,18060089,Host gene expression profiling of dengue virus infection in cell lines and patients.,oa_package/fa/53/PMC2100376.tar.gz,PLoS Negl Trop Dis. 2007 Nov 21; 1(2):e86,PMC2100376,4/1/2020 20:34,CC BY
9293,9687535,Interleukin 12-mediated prevention of spontaneous mammary adenocarcinomas in two lines of Her-2/neu transgenic mice.,oa_package/26/9f/PMC2212479.tar.gz,J Exp Med. 1998 Aug 3; 188(3):589-596,PMC2212479,10/21/2019 10:56,CC BY-NC-SA
9294,24498454,Leptospira interrogans binds to cadherins.,oa_package/33/79/PMC3907533.tar.gz,PLoS Negl Trop Dis. 2014 Jan 30; 8(1):e2672,PMC3907533,10/30/2017 12:53,CC BY
9296,21980392,Bone marrow derived mesenchymal stem cells inhibit inflammation and preserve vascular endothelial integrity in the lungs after hemorrhagic shock.,oa_package/e9/29/PMC3182198.tar.gz,PLoS One. 2011 Sep 28; 6(9):e25171,PMC3182198,3/14/2018 1:23,CC BY
9301,21886795,Modulation of syndecan-1 shedding after hemorrhagic shock and resuscitation.,oa_package/2c/0a/PMC3158765.tar.gz,PLoS One. 2011 Aug 19; 6(8):e23530,PMC3158765,3/29/2018 1:03,CC BY
9303,32363317,Molecular Mechanism for Protection Against Liver Failure in Human Yellow Fever Infection.,oa_package/08/ca/PMC7193135.tar.gz,Hepatol Commun. 2020 Mar 16; 4(5):657-669,PMC7193135,5/5/2020 22:56,CC BY-NC-ND
9305,31667176,Gonadotrophin-releasing hormone agonist-induced pituitary adenoma apoplexy and casual finding of a parathyroid carcinoma: A case report and review of literature.,oa_package/3b/6a/PMC6819301.tar.gz,World J Clin Cases. 2019 Oct 26; 7(20):3259-3265,PMC6819301,11/1/2019 18:56,CC BY-NC
9308,31588082,A Functional Parathyroid Cyst from the Hemorrhagic Degeneration of a Parathyroid Adenoma.,oa_package/70/6d/PMC7028428.tar.gz,Intern Med. 2020 Feb 1; 59(3):389-394,PMC7028428,2/26/2020 19:34,CC BY-NC-ND
9309,31447767,The Effect of Magnesium Intake on Stroke Incidence: A Systematic Review and Meta-Analysis With Trial Sequential Analysis.,oa_package/25/48/PMC6692462.tar.gz,Front Neurol. 2019 Aug 7; 10:852,PMC6692462,8/27/2019 22:56,CC BY
9310,31137627,Transcriptome Response of Female <i>Culicoides sonorensis</i> Biting Midges (Diptera: Ceratopogonidae) to Early Infection with Epizootic Hemorrhagic Disease Virus (EHDV-2).,oa_package/7d/a9/PMC6563219.tar.gz,Viruses. 2019 May 24; 11(5):473,PMC6563219,6/24/2019 20:20,CC BY
9311,31040840,Surface (S) Layer Proteins of <i>Lactobacillus acidophilus</i> Block Virus Infection via DC-SIGN Interaction.,oa_package/49/a0/PMC6477042.tar.gz,Front Microbiol. 2019 Apr 16; 10:810,PMC6477042,4/5/2020 20:34,CC BY
9312,30602394,Neuropathological findings suggestive for a stroke in an alpaca (Vicugna pacos).,oa_package/24/89/PMC6317207.tar.gz,Acta Vet Scand. 2019 Jan 3; 61:1,PMC6317207,1/8/2019 19:20,CC BY
9314,30283500,Choices for long-term hypertensive control in patients after first-ever hemorrhagic stroke: a nationwide cohort study.,oa_package/15/eb/PMC6166309.tar.gz,Ther Adv Neurol Disord. 2018 Sep 28; 11:1756286418802688,PMC6166309,10/5/2018 16:00,CC BY-NC
9315,30048542,Assessment of recommended approaches for containment and safe handling of human excreta in emergency settings.,oa_package/57/34/PMC6062132.tar.gz,PLoS One. 2018 Jul 26; 13(7):e0201344,PMC6062132,8/3/2018 20:03,CC BY
9316,29460088,Vascular deficiency of Smad4 causes arteriovenous malformations: a mouse model of Hereditary Hemorrhagic Telangiectasia.,oa_package/36/a5/PMC5878194.tar.gz,Angiogenesis. 2018 Feb 19; 21(2):363-380,PMC5878194,4/3/2018 20:08,CC BY
9317,30973932,Identification of two distinct hereditary hemorrhagic telangiectasia patient subsets with different hepatic perfusion properties by combination of contrast-enhanced ultrasound (CEUS) with perfusion imaging quantification.,oa_package/58/03/PMC6459476.tar.gz,PLoS One. 2019 Apr 11; 14(4):e0215178,PMC6459476,5/3/2019 20:19,CC BY
9318,28721332,To Stent or Not to Stent: A Tale of Two Occlusions.,oa_package/bc/0e/PMC5513739.tar.gz,Cureus.; 9(6):e1364,PMC5513739,7/21/2017 0:20,CC BY
9319,28144261,Hyperglycemia and diabetes have different impacts on outcome of ischemic and hemorrhagic stroke.,oa_package/04/3d/PMC5206364.tar.gz,Arch Med Sci. 2017 Feb 1; 13(1):100-108,PMC5206364,2/2/2017 18:36,CC BY-NC-SA
9322,27092197,Post-marketing surveillance on the long-term use of dabigatran in Japanese patients with nonvalvular atrial fibrillation: Preliminary report of the J-dabigatran surveillance.,oa_package/bb/ab/PMC4823571.tar.gz,J Arrhythm. 2016 Apr 16; 32(2):145-150,PMC4823571,4/20/2016 19:03,CC BY-NC-ND
9323,26543712,Correlation of the clinical parameters with sonographic findings of hemorrhagic cystitis in pediatric hematooncology patients.,oa_package/41/b3/PMC4628028.tar.gz,Springerplus. 2015 Oct 6; 4:577,PMC4628028,11/7/2015 19:12,CC BY
9324,26445090,Preferential effects of low volume versus high volume replacement with crystalloid fluid in a hemorrhagic shock model in pigs.,oa_package/e9/ec/PMC4596516.tar.gz,BMC Anesthesiol. 2015 Oct 6; 15:133,PMC4596516,10/8/2015 14:54,CC BY
9331,24090247,"No gender-related differences in the severity of nephropathia epidemica, Germany.",oa_package/36/c7/PMC3850742.tar.gz,BMC Infect Dis. 2013 Oct 3; 13:457,PMC3850742,9/30/2014 23:11,CC BY
9332,23960378,"Demographic, epidemiologic and clinical profile of snake bite cases, presented to Emergency Medicine department, Ahmedabad, Gujarat.",oa_package/97/d2/PMC3746443.tar.gz,J Emerg Trauma Shock. 2013 Jul-Sep; 6(3):199-202,PMC3746443,8/21/2013 21:03,CC BY-NC-SA
9333,23492778,"Incidence, clinical predictors and outcome of acute renal failure among North Indian trauma patients.",oa_package/8b/43/PMC3589854.tar.gz,J Emerg Trauma Shock. 2013 Jan-Mar; 6(1):21-28,PMC3589854,3/17/2013 2:43,CC BY-NC-SA
9335,31819790,A favorable outcome of dengue hemorrhagic fever despite poor prognostic indices: a case report with a mix of classic and unusual clinical and laboratory features.,oa_package/91/b5/PMC6884723.tar.gz,Pan Afr Med J. 2019 Oct 5; 34:74,PMC6884723,12/11/2019 19:18,CC BY
9336,31417266,"Current status of venous thromboembolism development during the perioperative period for colorectal cancer, its prevention with enoxaparin, and monitoring methods.",oa_package/ba/9b/PMC6592371.tar.gz,Ther Clin Risk Manag. 2019 Jun 21; 15:791-802,PMC6592371,8/17/2019 22:56,CC BY-NC
9339,29642222,Management of pulmonary embolism after recent intracranial hemorrhage: A case report.,oa_package/8b/79/PMC5908629.tar.gz,Medicine (Baltimore). 2018 Apr 13; 97(15):e0479,PMC5908629,4/30/2018 20:12,CC BY-NC-ND
9340,29416765,Elevated level of D-dimer increases the risk of stroke.,oa_package/7a/e7/PMC5788633.tar.gz,Oncotarget. 2017 Dec 18; 9(2):2208-2219,PMC5788633,2/9/2018 17:03,CC BY
9341,29310357,"Risk profile, management, and outcomes of patients with venous thromboembolism attended in Spanish Emergency Departments: The ESPHERIA registry.",oa_package/d7/99/PMC5728758.tar.gz,Medicine (Baltimore). 2017 Dec 1; 96(48):e8796,PMC5728758,1/10/2018 18:34,CC BY-NC-ND
9343,32476760,Hereditary hemorrhagic telangiectasia of liver: Pathophysiology with role of radiology in diagnosis and treatment.,oa_package/54/8d/PMC7240902.tar.gz,Indian J Radiol Imaging. 2020 Mar 30 Jan-Mar; 30(1):98-101,PMC7240902,6/3/2020 0:56,CC BY-NC-SA
9345,32457420,Field evaluation of a Pan-Lassa rapid diagnostic test during the 2018 Nigerian Lassa fever outbreak.,oa_package/59/97/PMC7250850.tar.gz,Sci Rep. 2020 May 26; 10:8724,PMC7250850,6/4/2020 20:37,CC BY
9351,32454888,Potential therapeutic effect of Qingwen Baidu Decoction against Corona Virus Disease 2019: a mini review.,oa_package/a1/2c/PMC7235554.tar.gz,Chin Med. 2020 May 19; 15:48,PMC7235554,5/27/2020 20:56,CC BY
9352,32450825,The burden and outcomes of stroke in young adults at a tertiary hospital in Tanzania: a comparison with older adults.,oa_package/8b/45/PMC7247244.tar.gz,BMC Neurol. 2020 May 25; 20:206,PMC7247244,6/1/2020 20:40,CC BY
9355,32419750,The Challenge of Managing Parkinson's Disease Patients during the COVID-19 Pandemic.,oa_package/53/45/PMC7213030.tar.gz,Ann Indian Acad Neurol. 2020 Apr 20; 23(Suppl 1):S24-S27,PMC7213030,5/22/2020 20:37,CC BY-NC-SA
9356,32398134,An unusual case of dengue shock syndrome complicated by ilio-femoral deep vein thrombosis; a case report.,oa_package/76/17/PMC7216574.tar.gz,BMC Infect Dis. 2020 May 12; 20:335,PMC7216574,5/18/2020 20:39,CC BY
9358,32391216,Sigmoid Leiomyoma: An Uncommon Occurrence.,oa_package/2b/f4/PMC7205365.tar.gz,Cureus.; 12(4):e7567,PMC7205365,5/12/2020 22:56,CC BY
9360,32355449,"Geospatial clustering, seasonal trend and forecasting of Kyasanur Forest Disease in the state of Goa, India, 2015-2018.",oa_package/54/bb/PMC7187534.tar.gz,Trop Med Health. 2020 Apr 28; 48:27,PMC7187534,5/3/2020 0:56,CC BY
9361,32343707,"Prevalence of polypoidal choroidal vasculopathy in Indian population: Risk factors, clinical and imaging characteristics.",oa_package/82/65/PMC7188226.tar.gz,PLoS One. 2020 Apr 28; 15(4):e0231901,PMC7188226,5/6/2020 20:37,CC BY
9363,32440883,Thromboembolism and anticoagulant therapy during the COVID-19 pandemic: interim clinical guidance from the anticoagulation forum.,oa_package/eb/86/PMC7241581.tar.gz,J Thromb Thrombolysis. 2020 May 21;:1-10,PMC7241581,6/4/2020 20:37,NO-CC CODE
9366,32302277,Assessment of the Angolan (CHERRT) Mobile Laboratory Curriculum for Disaster and Pandemic Response.,oa_package/ce/37/PMC7234718.tar.gz,West J Emerg Med. 2020 May 13; 21(3):526-531,PMC7234718,5/21/2020 20:39,CC BY
9369,32264829,Diagnosis of severe scrub typhus infection by next-generation sequencing:a case report.,oa_package/fa/13/PMC7137524.tar.gz,BMC Infect Dis. 2020 Apr 7; 20:270,PMC7137524,4/11/2020 20:35,CC BY
9372,32187219,Association of atrial fibrillation and clinical outcomes in adults with chronic kidney disease: A propensity score-matched analysis.,oa_package/51/46/PMC7080277.tar.gz,PLoS One. 2020 Mar 18; 15(3):e0230189,PMC7080277,3/24/2020 20:34,CC BY
9374,32164743,Challenges and opportunities for China entering global research and development for emerging infectious diseases: a case study from Ebola experience.,oa_package/f0/64/PMC7069179.tar.gz,Infect Dis Poverty. 2020 Mar 13; 9:27,PMC7069179,4/8/2020 20:35,CC BY
9375,32160909,MRI characteristics in acute ischemic stroke patients with preceding direct oral anticoagulant therapy as compared to vitamin K antagonists.,oa_package/4c/3e/PMC7065352.tar.gz,BMC Neurol. 2020 Mar 11; 20:86,PMC7065352,3/19/2020 12:56,CC BY
9376,32153774,Unusual presentation of bilateral pyosalpinx mimicking an ovarian torsion: A case report.,oa_package/58/06/PMC7052398.tar.gz,Ann Med Surg (Lond). 2020 Feb 26; 52:16-18,PMC7052398,3/11/2020 20:35,CC BY
9378,29499637,Chronic kidney disease and poor outcomes in ischemic stroke: is impaired cerebral autoregulation the missing link?,oa_package/0d/1b/PMC5834853.tar.gz,BMC Neurol. 2018 Mar 2; 18:21,PMC5834853,3/27/2018 21:03,CC BY
9380,29422730,Acute Renal Failure Adversely Affects Survival in Pediatric Dengue Infection.,oa_package/09/02/PMC5793019.tar.gz,Indian J Crit Care Med. 2018 Jan; 22(1):30-33,PMC5793019,2/10/2018 18:37,CC BY-NC-SA
9381,26788040,Therapeutic effect of interventional therapy for unprotected left main coronary artery lesions in aged patients.,oa_package/8f/40/PMC4712369.tar.gz,J Geriatr Cardiol. 2015 Nov; 12(6):634-640,PMC4712369,1/21/2016 16:19,CC BY-NC-SA
9383,26765425,Predicting Hemorrhagic Transformation of Acute Ischemic Stroke: Prospective Validation of the HeRS Score.,oa_package/8d/5f/PMC4718251.tar.gz,Medicine (Baltimore). 2016 Jan 15; 95(2):e2430,PMC4718251,2/10/2016 10:32,CC BY
9386,26486097,Video-assisted thoracoscopic surgery after renal transplantation: A single-institution experience.,oa_package/83/01/PMC5057336.tar.gz,Asian J Endosc Surg. 2016 Feb 21; 9(1):37-43,PMC5057336,10/19/2016 20:08,CC BY-NC-ND
9387,25489846,Additive effect of anemia and renal impairment on long-term outcome after percutaneous coronary intervention.,oa_package/1f/e4/PMC4260949.tar.gz,PLoS One. 2014 Dec 9; 9(12):e114846,PMC4260949,4/6/2018 3:46,CC BY
