KEYWORD A,KEYWORD B,COUNT
hepatic injury,glucose,88
hepatic injury,glutathione s-transferases (gst),0
hepatic injury,gamma glutamyl transferase,17
hepatic injury,glasgow coma scale,3
hepatic injury,glutamate dehydrogenase,4
hepatic injury,gldh,0
hepatic injury,gstα,0
hepatic injury,gsta,0
hepatic injury,glutathione s-transferase alpha,4
hepatic injury,hemoglobin,12
hepatic injury,hematocrite,0
hepatic injury,hs-crp,0
hepatic injury,hscrp,0
hepatic injury,hyaluronic acid,9
hepatic injury,high mobility group box-1,11
hepatic injury,hmgb1,11
hepatic injury,howell–jolly bodies,0
hepatic injury,human leucocyte antigen,0
hepatic injury,heart rate,9
hepatic injury,helper t cells,0
hepatic injury,(hla)-dr,0
hepatic injury,hppd,0
hepatic injury,i-fabp,0
hepatic injury,il-6,117
hepatic injury,il-8,8
hepatic injury,il-10,42
hepatic injury,il-18,6
hepatic injury,imaging,63
hepatic injury,independent predictors,1
hepatic injury,injury severity score,11
hepatic injury,intestinal-fabp,0
hepatic injury,iss,6
hepatic injury,immunoglobulins,6
hepatic injury,iga,4
hepatic injury,igm,4
hepatic injury,igg,11
hepatic injury,ip-10,4
hepatic injury,jolly bodies,0
hepatic injury,kidney injury molecule-1,3
hepatic injury,(kim-1),3
hepatic injury,k18,1
hepatic injury,lect2,3
hepatic injury,leucocyte cell-derived chemotaxin-2,0
hepatic injury,lymphocytes,66
hepatic injury,laboratory parameters,5
hepatic injury,laboratory tests,7
hepatic injury,lactate,76
hepatic injury,lactate dehydrogenase,56
hepatic injury,(ldh),39
hepatic injury,l-fabp,2
hepatic injury,lipocalin,6
hepatic injury,liver enzyme tests,0
hepatic injury,liver-fabp,0
hepatic injury,lipase,5
hepatic injury,marker,68
hepatic injury,molecular biomarker,0
hepatic injury,molecular markers,0
hepatic injury,myoglobin,2
hepatic injury,myeloperoxidase,33
hepatic injury,malate dehydrogenase,0
hepatic injury,(mcsfr),0
hepatic injury,macrophage colony stimulating factor receptor,0
hepatic injury,(mdh),0
hepatic injury,microrna-122,2
hepatic injury,mir-122,5
hepatic injury,mirnas,6
hepatic injury,mir-216a,0
hepatic injury,mir-216b,0
hepatic injury,mir-217,0
hepatic injury,micrornas,23
hepatic injury,mean arterial bp,0
hepatic injury,(mods),1
hepatic injury,multiple organ dysfunction score,0
hepatic injury,neutrophil gelatinase-associated lipocalin,3
hepatic injury,neutrophils,59
hepatic injury,n-acetyl-β-d-glucosaminidase,1
hepatic injury,nuclear fragments in circulating erythrocytes,0
hepatic injury,ngal,3
hepatic injury,n-gal,0
hepatic injury,niss,1
hepatic injury,(no),0
hepatic injury,nitric oxide,100
hepatic injury,novel markers,1
hepatic injury,n-terminal pro-b-type natriuretic peptide,0
hepatic injury,(nt-probnp),1
hepatic injury,odd ratio,0
hepatic injury,opn,5
hepatic injury,osteopontin,9
hepatic injury,polymorphonuclear elastase,0
hepatic injury,pon1,3
hepatic injury,paraoxonase 1 normalized to prothrombin protein,0
hepatic injury,platelet count,5
hepatic injury,polymorpho-nuclear neutrophil elastase,0
hepatic injury,(pmn),5
hepatic injury,(pao2),0
hepatic injury,platelets,11
hepatic injury,potassium,6
hepatic injury,parameters,135
hepatic injury,paraxonase 1,0
hepatic injury,pon1,3
hepatic injury,purine nucleoside phosphorylase,0
hepatic injury,pnp,0
hepatic injury,pathogenic,33
hepatic injury,pathologic,24
hepatic injury,phosphate,32
hepatic injury,physiologic,10
hepatic injury,platelets and ph-value,0
hepatic injury,point of care,0
hepatic injury,procalcitonin,0
hepatic injury,(pct),0
hepatic injury,prothrombin time,15
hepatic injury,properdin,0
hepatic injury,protein c,6
hepatic injury,(paco2),0
hepatic injury,(paf),4
hepatic injury,platelet-activating factor,3
hepatic injury,plasminogen activator inhibitor,6
hepatic injury,(pai),3
hepatic injury,(pao2),0
hepatic injury,(paco2),0
hepatic injury,platelet-activating factor,3
hepatic injury,(paf),4
hepatic injury,(pai),3
hepatic injury,plasminogen activator inhibitor,6
hepatic injury,pao2,0
hepatic injury,revised trauma score,0
hepatic injury,risk factors,64
hepatic injury,(roc),7
hepatic injury,receiver operating characteristic curves,0
hepatic injury,respiration rate,0
hepatic injury,red cell count,0
hepatic injury,sdh,1
hepatic injury,sorbitol dehydrogenase,4
hepatic injury,sodium,37
hepatic injury,suppressor t-cells,0
hepatic injury,(scr),1
hepatic injury,screening methods,0
hepatic injury,sequential organ failure assessment,2
hepatic injury,sofa,2
hepatic injury,trauma scoring systems,0
hepatic injury,test,82
hepatic injury,testing,18
hepatic injury,(tff3),0
hepatic injury,trefoil factor 3,0
hepatic injury,triss,2
hepatic injury,troponin,4
hepatic injury,temperature,26
hepatic injury,trypsinogen-2,0
hepatic injury,trypsin-2-a1antitrypsin complex,0
hepatic injury,trypsin-2-aat,0
hepatic injury,total and segmented leukocytes,0
hepatic injury,total t lymphocytes,0
hepatic injury,(ttl),0
hepatic injury,tuftsin,0
hepatic injury,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
hepatic injury,urea,27
hepatic injury,ultrasound,11
hepatic injury,white blood cell count,4
hepatic injury,(wbc),3
hepatic injury,valproic acid,3
hepatic injury,(vpa),2
hepatic injury,vascular endothelial growth factor,15
hepatic injury,(vegf),12
hepatic injury,venous thromboembolism,1
hepatic injury,(vte),0
hollow viscus injury,α-fetoprotein,0
hollow viscus injury,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
hollow viscus injury,5’ nucleotidase,0
hollow viscus injury,alpha-glutathiones-transferase,0
hollow viscus injury,alpha fetoprotein,0
hollow viscus injury,(afp),0
hollow viscus injury,arginase-1,0
hollow viscus injury,arginase 1,0
hollow viscus injury,(arg1),0
hollow viscus injury,argininosuccinate synthetase,0
hollow viscus injury,(ass),0
hollow viscus injury,abbreviated injury scale,1
hollow viscus injury,albumin,0
hollow viscus injury,amylase,0
hollow viscus injury,alt: alanine aminotransferase,0
hollow viscus injury,alp: alkaline phosphatase,0
hollow viscus injury,ast: aspartate aminotransferase,0
hollow viscus injury,apache ii,0
hollow viscus injury,area under the receiver operating characteristic curve,0
hollow viscus injury,arterial pressure,0
hollow viscus injury,arterial partial pressure of carbon dioxide,0
hollow viscus injury,arterial partial pressure of oxygen,0
hollow viscus injury,aurocs,0
hollow viscus injury,auc,0
hollow viscus injury,active t lymphocytes,0
hollow viscus injury,(atl),0
hollow viscus injury,amylase,0
hollow viscus injury,amyloid a,0
hollow viscus injury,arterial ph,0
hollow viscus injury,bilirubin,0
hollow viscus injury,biochemical,0
hollow viscus injury,biochemical marker,0
hollow viscus injury,biochemical panel,0
hollow viscus injury,biomarkers,1
hollow viscus injury,biomarker panel,0
hollow viscus injury,biochemical parameters,0
hollow viscus injury,blood urine nitrogen,0
hollow viscus injury,blood pressure,2
hollow viscus injury,bun,0
hollow viscus injury,bnp,0
hollow viscus injury,b lymphocytes,0
hollow viscus injury,(cd3),0
hollow viscus injury,(cd4),0
hollow viscus injury,(cd8),0
hollow viscus injury,complete blood counts,0
hollow viscus injury,c3 complement,0
hollow viscus injury,complement factor b,0
hollow viscus injury,computed tomogram,0
hollow viscus injury,c5a,0
hollow viscus injury,chip,0
hollow viscus injury,ck-mb,0
hollow viscus injury,clinical factors,0
hollow viscus injury,clinical variable,0
hollow viscus injury,creatinine,0
hollow viscus injury,creatine kinase,0
hollow viscus injury,c-reactive protein,0
hollow viscus injury,crp,0
hollow viscus injury,coagulation tests,0
hollow viscus injury,complement,0
hollow viscus injury,computed tomography,8
hollow viscus injury,computed tomographic scanning,0
hollow viscus injury,creatine kinase muscle and brain,0
hollow viscus injury,ctni,0
hollow viscus injury,ct scan,6
hollow viscus injury,cystatin c,0
hollow viscus injury,cystatin-c,0
hollow viscus injury,cxcl10,0
hollow viscus injury,cxcr3,0
hollow viscus injury,cadherin-5,0
hollow viscus injury,calcium,0
hollow viscus injury,caspase cleaved cytokeratin 18,0
hollow viscus injury,(cck18),0
hollow viscus injury,cdh5,0
hollow viscus injury,ceruloplasmin,0
hollow viscus injury,clinical parameters,0
hollow viscus injury,collagen iv,0
hollow viscus injury,cytokeratin 18,0
hollow viscus injury,d-dimer,0
hollow viscus injury,diagnosis,12
hollow viscus injury,diagnostic,7
hollow viscus injury,diagnostic modelling,0
hollow viscus injury,estimated glomerular filtration rate,0
hollow viscus injury,estrogen sulfotransferase,0
hollow viscus injury,egfr,0
hollow viscus injury,(est-1),0
hollow viscus injury,fabps,0
hollow viscus injury,fabp,1
hollow viscus injury,fatty acid binding protein,1
hollow viscus injury,fatty acid binding protein 1,0
hollow viscus injury,fdp,0
hollow viscus injury,fibrin degradation products,0
hollow viscus injury,fibrin/fibrinogen degradation products,0
hollow viscus injury,fibrinogen,0
hollow viscus injury,fibtem,0
hollow viscus injury,full blood cell count,0
hollow viscus injury,f- protein,0
hollow viscus injury,fabp1,0
hollow viscus injury,glucose,0
hollow viscus injury,glutathione s-transferases (gst),0
hollow viscus injury,gamma glutamyl transferase,0
hollow viscus injury,glasgow coma scale,1
hollow viscus injury,glutamate dehydrogenase,0
hollow viscus injury,gldh,0
hollow viscus injury,gstα,0
hollow viscus injury,gsta,0
hollow viscus injury,glutathione s-transferase alpha,0
hollow viscus injury,hemoglobin,1
hollow viscus injury,hematocrite,0
hollow viscus injury,hs-crp,0
hollow viscus injury,hscrp,0
hollow viscus injury,hyaluronic acid,0
hollow viscus injury,high mobility group box-1,0
hollow viscus injury,hmgb1,0
hollow viscus injury,howell–jolly bodies,0
hollow viscus injury,human leucocyte antigen,0
hollow viscus injury,heart rate,0
hollow viscus injury,helper t cells,0
hollow viscus injury,(hla)-dr,0
hollow viscus injury,hppd,0
hollow viscus injury,i-fabp,1
hollow viscus injury,il-6,0
hollow viscus injury,il-8,0
hollow viscus injury,il-10,0
hollow viscus injury,il-18,0
hollow viscus injury,imaging,7
hollow viscus injury,independent predictors,0
hollow viscus injury,injury severity score,3
hollow viscus injury,intestinal-fabp,0
hollow viscus injury,iss,1
hollow viscus injury,immunoglobulins,0
hollow viscus injury,iga,0
hollow viscus injury,igm,0
hollow viscus injury,igg,0
hollow viscus injury,ip-10,0
hollow viscus injury,jolly bodies,0
hollow viscus injury,kidney injury molecule-1,0
hollow viscus injury,(kim-1),0
hollow viscus injury,k18,0
hollow viscus injury,lect2,0
hollow viscus injury,leucocyte cell-derived chemotaxin-2,0
hollow viscus injury,lymphocytes,0
hollow viscus injury,laboratory parameters,0
hollow viscus injury,laboratory tests,0
hollow viscus injury,lactate,0
hollow viscus injury,lactate dehydrogenase,0
hollow viscus injury,(ldh),0
hollow viscus injury,l-fabp,0
hollow viscus injury,lipocalin,0
hollow viscus injury,liver enzyme tests,0
hollow viscus injury,liver-fabp,0
hollow viscus injury,lipase,0
hollow viscus injury,marker,0
hollow viscus injury,molecular biomarker,0
hollow viscus injury,molecular markers,0
hollow viscus injury,myoglobin,0
hollow viscus injury,myeloperoxidase,0
hollow viscus injury,malate dehydrogenase,0
hollow viscus injury,(mcsfr),0
hollow viscus injury,macrophage colony stimulating factor receptor,0
hollow viscus injury,(mdh),0
hollow viscus injury,microrna-122,0
hollow viscus injury,mir-122,0
hollow viscus injury,mirnas,0
hollow viscus injury,mir-216a,0
hollow viscus injury,mir-216b,0
hollow viscus injury,mir-217,0
hollow viscus injury,micrornas,0
hollow viscus injury,mean arterial bp,0
hollow viscus injury,(mods),0
hollow viscus injury,multiple organ dysfunction score,0
hollow viscus injury,neutrophil gelatinase-associated lipocalin,0
hollow viscus injury,neutrophils,0
hollow viscus injury,n-acetyl-β-d-glucosaminidase,0
hollow viscus injury,nuclear fragments in circulating erythrocytes,0
hollow viscus injury,ngal,0
hollow viscus injury,n-gal,0
hollow viscus injury,niss,0
hollow viscus injury,(no),0
hollow viscus injury,nitric oxide,0
hollow viscus injury,novel markers,0
hollow viscus injury,n-terminal pro-b-type natriuretic peptide,0
hollow viscus injury,(nt-probnp),0
hollow viscus injury,odd ratio,0
hollow viscus injury,opn,0
hollow viscus injury,osteopontin,0
hollow viscus injury,polymorphonuclear elastase,0
hollow viscus injury,pon1,0
hollow viscus injury,paraoxonase 1 normalized to prothrombin protein,0
hollow viscus injury,platelet count,0
hollow viscus injury,polymorpho-nuclear neutrophil elastase,0
hollow viscus injury,(pmn),0
hollow viscus injury,(pao2),0
hollow viscus injury,platelets,0
hollow viscus injury,potassium,0
hollow viscus injury,parameters,2
hollow viscus injury,paraxonase 1,0
hollow viscus injury,pon1,0
hollow viscus injury,purine nucleoside phosphorylase,0
hollow viscus injury,pnp,0
hollow viscus injury,pathogenic,0
hollow viscus injury,pathologic,0
hollow viscus injury,phosphate,0
hollow viscus injury,physiologic,0
hollow viscus injury,platelets and ph-value,0
hollow viscus injury,point of care,1
hollow viscus injury,procalcitonin,0
hollow viscus injury,(pct),0
hollow viscus injury,prothrombin time,0
hollow viscus injury,properdin,0
hollow viscus injury,protein c,0
hollow viscus injury,(paco2),0
hollow viscus injury,(paf),0
hollow viscus injury,platelet-activating factor,0
hollow viscus injury,plasminogen activator inhibitor,0
hollow viscus injury,(pai),0
hollow viscus injury,(pao2),0
hollow viscus injury,(paco2),0
hollow viscus injury,platelet-activating factor,0
hollow viscus injury,(paf),0
hollow viscus injury,(pai),0
hollow viscus injury,plasminogen activator inhibitor,0
hollow viscus injury,pao2,0
hollow viscus injury,revised trauma score,1
hollow viscus injury,risk factors,1
hollow viscus injury,(roc),0
hollow viscus injury,receiver operating characteristic curves,0
hollow viscus injury,respiration rate,0
hollow viscus injury,red cell count,0
hollow viscus injury,sdh,0
hollow viscus injury,sorbitol dehydrogenase,0
hollow viscus injury,sodium,0
hollow viscus injury,suppressor t-cells,0
hollow viscus injury,(scr),0
hollow viscus injury,screening methods,0
hollow viscus injury,sequential organ failure assessment,0
hollow viscus injury,sofa,0
hollow viscus injury,trauma scoring systems,0
hollow viscus injury,test,0
hollow viscus injury,testing,0
hollow viscus injury,(tff3),0
hollow viscus injury,trefoil factor 3,0
hollow viscus injury,triss,0
hollow viscus injury,troponin,0
hollow viscus injury,temperature,0
hollow viscus injury,trypsinogen-2,0
hollow viscus injury,trypsin-2-a1antitrypsin complex,0
hollow viscus injury,trypsin-2-aat,0
hollow viscus injury,total and segmented leukocytes,0
hollow viscus injury,total t lymphocytes,0
hollow viscus injury,(ttl),0
hollow viscus injury,tuftsin,0
hollow viscus injury,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
hollow viscus injury,urea,0
hollow viscus injury,ultrasound,2
hollow viscus injury,white blood cell count,0
hollow viscus injury,(wbc),0
hollow viscus injury,valproic acid,0
hollow viscus injury,(vpa),0
hollow viscus injury,vascular endothelial growth factor,0
hollow viscus injury,(vegf),0
hollow viscus injury,venous thromboembolism,0
hollow viscus injury,(vte),0
injury severity,α-fetoprotein,0
injury severity,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
injury severity,5’ nucleotidase,0
injury severity,alpha-glutathiones-transferase,0
injury severity,alpha fetoprotein,0
injury severity,(afp),0
injury severity,arginase-1,1
injury severity,arginase 1,1
injury severity,(arg1),0
injury severity,argininosuccinate synthetase,0
injury severity,(ass),0
injury severity,abbreviated injury scale,235
injury severity,albumin,20
injury severity,amylase,4
injury severity,alt: alanine aminotransferase,0
injury severity,alp: alkaline phosphatase,0
injury severity,ast: aspartate aminotransferase,0
injury severity,apache ii,35
injury severity,area under the receiver operating characteristic curve,29
injury severity,arterial pressure,23
injury severity,arterial partial pressure of carbon dioxide,0
injury severity,arterial partial pressure of oxygen,1
injury severity,aurocs,4
injury severity,auc,58
injury severity,active t lymphocytes,0
injury severity,(atl),0
injury severity,amylase,4
injury severity,amyloid a,2
injury severity,arterial ph,3
injury severity,bilirubin,4
injury severity,biochemical,24
injury severity,biochemical marker,0
injury severity,biochemical panel,0
injury severity,biomarkers,178
injury severity,biomarker panel,0
injury severity,biochemical parameters,3
injury severity,blood urine nitrogen,0
injury severity,blood pressure,239
injury severity,bun,4
injury severity,bnp,3
injury severity,b lymphocytes,4
injury severity,(cd3),3
injury severity,(cd4),7
injury severity,(cd8),3
injury severity,complete blood counts,0
injury severity,c3 complement,0
injury severity,complement factor b,0
injury severity,computed tomogram,0
injury severity,c5a,2
injury severity,chip,1
injury severity,ck-mb,1
injury severity,clinical factors,18
injury severity,clinical variable,2
injury severity,creatinine,43
injury severity,creatine kinase,9
injury severity,c-reactive protein,19
injury severity,crp,14
injury severity,coagulation tests,24
injury severity,complement,24
injury severity,computed tomography,218
injury severity,computed tomographic scanning,1
injury severity,creatine kinase muscle and brain,0
injury severity,ctni,1
injury severity,ct scan,80
injury severity,cystatin c,4
injury severity,cystatin-c,4
injury severity,cxcl10,3
injury severity,cxcr3,0
injury severity,cadherin-5,0
injury severity,calcium,21
injury severity,caspase cleaved cytokeratin 18,0
injury severity,(cck18),0
injury severity,cdh5,0
injury severity,ceruloplasmin,0
injury severity,clinical parameters,23
injury severity,collagen iv,0
injury severity,cytokeratin 18,0
injury severity,d-dimer,22
injury severity,diagnosis,1112
injury severity,diagnostic,615
injury severity,diagnostic modelling,0
injury severity,estimated glomerular filtration rate,2
injury severity,estrogen sulfotransferase,0
injury severity,egfr,1
injury severity,(est-1),0
injury severity,fabps,1
injury severity,fabp,4
injury severity,fatty acid binding protein,4
injury severity,fatty acid binding protein 1,0
injury severity,fdp,5
injury severity,fibrin degradation products,4
injury severity,fibrin/fibrinogen degradation products,0
injury severity,fibrinogen,55
